Date,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
9/26/2011,KWh,78.48,74.52,74.76,76.2,75.6,73.68,77.76,73.08,75.72,75.84,73.08,77.04,74.28,73.8,75.84,74.76,75.6,74.16,75.36,76.32,76.8,79.56,77.16,86.76,92.64,95.28,97.32,97.8,99.96,98.04,102.84,103.2,110.64,113.16,106.32,104.04,107.76,108.48,107.64,110.4,109.68,114,114.36,111.6,108.6,114.12,111.24,111.72,112.08,112.8,112.32,112.92,111.12,106.8,104.16,102.36,101.76,99.36,100.08,99.36,98.4,96.36,98.52,98.76,97.92,95.16,90.6,87,85.8,86.76,85.92,83.52,85.32,85.32,85.68,86.28,86.16,80.52,84.24,83.04,79.8,84.72,83.04,84.6,81.12,80.04,79.2,81.24,80.76,79.08,76.2,78.12,81.12,78.12,76.92,77.52
9/27/2011,KWh,75.6,78.48,77.52,75.72,75.84,76.68,75.72,75.24,75.24,74.52,75.12,70.08,78.84,96,84.72,87.6,85.44,83.76,84,84,83.16,84,89.76,89.04,97.32,102.96,103.68,98.88,103.92,110.28,103.44,98.04,101.52,105,101.88,102.96,103.56,103.44,106.68,103.44,105,105.84,101.04,102,101.28,99.48,101.64,101.04,98.88,101.52,101.88,102.6,100.8,96.84,96.96,93,94.8,94.56,93.12,93.48,94.32,92.04,91.92,93.84,91.92,90.36,86.64,80.88,81.72,81,83.76,84.12,82.44,81,82.92,77.4,76.2,77.04,75.6,72.48,71.88,72.6,69.96,70.92,70.56,66.36,67.32,62.64,87.6,90.96,80.76,79.68,77.28,76.92,77.64,76.8
9/28/2011,KWh,81.36,78.72,75.96,75.72,75.36,75.12,75.48,74.76,71.88,76.32,75.12,74.64,75.48,73.2,74.16,72.72,69.84,73.56,75.24,73.92,71.4,67.8,58.92,63.72,66.84,75.72,75.12,71.88,77.64,80.52,81.84,91.92,88.44,97.08,102,105.24,108.24,108.96,104.52,107.52,117.84,106.92,111.12,116.64,110.52,107.88,108.24,113.88,104.64,113.4,113.64,94.56,91.2,89.16,88.32,85.08,85.8,85.56,84.36,84.96,84.12,83.76,84.72,83.88,81.36,80.52,77.88,74.04,72.48,71.88,73.68,75.72,73.8,75.12,74.52,72.96,83.04,95.4,79.2,86.52,82.2,78.84,79.92,82.68,75.6,77.64,78.6,78.48,74.28,77.76,75,74.64,78.36,75.72,74.64,73.2
9/29/2011,KWh,71.88,75.6,71.52,74.76,74.28,70.8,74.4,77.16,72.48,73.68,70.32,68.88,74.28,70.2,69.36,67.32,66.72,70.32,65.04,66.84,68.64,65.52,53.52,53.64,64.08,66.96,69.6,68.28,70.92,72.48,80.4,81.6,87.24,90.48,95.52,95.76,99.36,99.48,102.84,101.88,103.56,107.88,103.08,102.24,100.68,99.24,105.48,101.64,103.2,104.88,103.32,103.8,105.24,104.52,99,84.84,103.44,104.64,95.52,101.4,103.68,98.4,101.88,105.6,91.68,98.64,93.72,89.28,82.32,84.24,90.6,84.84,87.24,84.96,83.16,84.36,79.92,80.16,78.84,77.04,74.4,75.24,75.36,77.76,77.4,73.92,71.28,71.4,70.8,69.36,75.12,70.92,70.8,74.52,72,70.68
9/30/2011,KWh,70.56,70.32,75.24,72.96,69.6,69,68.76,74.28,71.28,70.56,66.84,69.24,71.4,73.32,71.4,63.24,72.24,74.04,68.4,62.28,65.16,62.16,60.24,67.08,69.84,73.08,70.44,74.52,74.88,79.08,78.72,87.24,92.04,100.08,103.68,100.68,98.28,97.92,101.76,102.36,104.4,101.4,99.48,104.04,97.44,90.72,99.6,94.2,87.48,85.92,69,68.76,68.52,66.48,67.2,66.84,65.88,64.44,66.6,65.16,70.08,66.36,64.92,67.44,69,67.56,69.24,68.76,71.76,69.72,71.28,73.8,72.72,71.4,74.52,70.44,69.48,70.2,68.28,66,70.2,90.84,76.92,71.76,75.72,74.04,73.2,77.4,75.24,72.72,72.6,73.2,70.92,77.4,73.8,71.52
10/1/2011,KWh,72.36,74.16,72,74.28,74.52,73.2,73.44,72.6,74.28,77.88,73.68,71.76,73.68,75.84,72.96,73.92,69.96,72.96,75.12,73.08,69.6,69.6,68.28,69.36,69.84,72.48,70.92,70.08,70.56,73.08,69.96,70.56,71.28,70.56,71.52,76.08,70.32,72.6,71.16,76.92,76.08,78.72,80.52,71.28,67.44,66.72,65.64,66.72,66.96,66,65.28,66.36,64.56,65.52,68.52,64.08,66.96,65.64,65.88,68.88,67.32,66.24,70.08,67.8,66.24,70.68,68.4,68.28,71.52,69.84,71.64,71.4,69.24,70.56,72.6,69.24,70.68,75.6,72.24,70.44,70.92,69.12,70.44,69.36,69.12,69.96,71.04,71.76,73.68,72,67.68,69.48,70.44,72.96,69.72,67.2
10/2/2011,KWh,62.16,77.76,82.32,82.44,83.16,79.68,81.24,76.2,75.36,76.56,78,79.68,77.76,76.68,74.28,76.08,76.2,79.08,77.04,73.44,75.12,74.4,72.48,74.64,77.16,79.92,74.04,77.76,80.52,72.96,78,76.32,78.24,78.84,78.84,74.16,67.32,68.16,71.4,69.72,67.2,70.44,68.28,68.52,66.96,67.56,68.4,68.64,66.96,67.8,70.44,69,68.76,69.12,68.64,68.64,69.72,68.52,69.72,71.4,71.04,71.76,72.6,70.92,70.2,72.6,70.8,69.36,70.56,74.52,74.4,71.52,69.84,69.24,70.08,70.08,69.6,72,74.52,71.28,71.04,69.96,71.16,72.48,70.44,72.84,71.16,69.84,69.72,70.32,74.16,72.24,70.92,68.52,70.32,69.48
10/3/2011,KWh,69.96,69.72,64.8,74.04,85.08,86.76,85.56,81.24,81.36,80.64,76.68,78.24,78,77.04,80.88,77.4,74.4,75.6,72.48,76.56,77.64,75,79.2,72.96,72.6,75.12,74.04,75.36,75,76.44,75.72,78.24,74.64,68.88,67.32,68.16,70.2,71.16,71.52,71.76,73.44,72.48,73.32,73.32,74.76,74.28,72.96,72.12,72.24,72.96,77.64,75,73.08,73.44,71.88,70.92,71.4,70.68,69.36,68.4,70.08,69.12,69.84,71.28,69.12,68.88,70.44,72.36,72,71.64,75.48,74.16,72.96,73.08,72.36,72.72,74.76,73.44,77.16,76.68,73.44,72.36,75.96,72.72,71.64,72.24,72.24,73.92,78.24,73.68,70.68,72.72,72.96,74.88,74.04,71.88
10/4/2011,KWh,72.6,72.6,72.96,76.56,72.72,71.4,73.2,71.52,72.12,72.84,71.52,73.08,76.56,74.16,73.44,71.52,73.56,77.4,73.8,73.44,74.4,72.72,75.72,82.2,83.04,89.16,90.24,90.96,93.12,94.92,95.64,102.6,103.56,104.64,106.8,103.56,107.16,108.24,107.04,109.56,109.68,109.2,110.64,112.2,108,112.92,111.48,113.28,113.76,115.08,112.68,112.2,111.12,108.84,107.88,102.84,102.36,99.96,102.48,101.88,100.92,99.72,99,101.04,96.96,98.04,94.92,88.44,89.64,87.24,90,88.32,89.88,87.84,89.76,87.48,86.4,83.28,81.48,82.32,83.64,81.36,84.36,83.4,81.6,80.04,81.72,82.32,80.88,80.88,81.36,80.52,79.68,81.36,79.92,82.2
10/5/2011,KWh,81.36,79.8,83.4,81.36,79.2,77.16,80.28,84.48,80.52,78.6,77.4,78.72,81,81.48,77.88,76.56,76.56,82.32,77.28,76.92,76.68,74.16,76.8,81.36,90,90.24,86.88,90.48,91.2,94.56,99.6,99.72,104.04,106.44,104.28,105.48,107.04,108.72,108.84,110.04,108.84,109.32,112.08,110.04,108.6,111.72,107.64,113.76,111.84,110.16,110.04,114.12,96.48,123.24,114.72,111.6,106.68,102.48,101.52,100.32,97.8,99.72,103.2,97.8,98.28,97.92,93.36,89.52,90.84,88.08,88.92,90.84,85.08,85.2,88.2,82.56,81.12,82.68,83.28,82.68,81.24,82.68,86.76,84.48,83.4,85.2,83.88,80.04,80.16,81.36,80.28,83.52,79.2,75.72,78.36,77.28
10/6/2011,KWh,76.8,78.24,77.64,82.08,82.44,78.24,79.8,69.96,0,84.36,81.12,78.48,76.32,75.96,76.56,75.6,77.16,80.76,77.52,75,75.6,75.84,75.96,80.04,88.44,93.6,89.04,85.56,91.68,94.92,96,99.96,104.28,101.4,103.44,102.12,106.2,106.68,105.6,108.6,107.04,109.44,113.52,110.88,109.2,109.92,110.88,109.44,106.56,107.4,108.84,108.36,104.52,105.72,101.28,97.56,98.28,96.72,97.44,96.72,97.2,96.6,94.8,96.12,96.96,91.8,90.12,86.52,85.32,86.28,85.68,84.96,85.68,85.92,84,83.04,83.76,83.16,79.44,78.96,81.12,80.4,79.32,79.32,77.52,75.84,75.84,74.76,74.88,76.56,74.04,74.88,75,73.92,74.52,75.36
10/7/2011,KWh,75.6,78.72,75.6,75.84,74.4,73.56,75.12,73.92,70.8,71.76,76.08,71.64,71.64,72.48,70.32,71.64,62.4,81.24,81,78,78.6,78.96,76.56,82.2,86.4,93.36,94.2,93.48,95.52,100.32,97.44,96.84,100.56,102,103.56,103.08,105.84,105.96,108.6,106.8,108,108.6,108.36,108.84,106.08,107.04,107.76,105.72,106.56,106.2,105.96,102.96,105,101.88,101.04,96.6,94.92,93.36,95.28,91.44,88.68,83.52,80.64,79.2,80.28,78,79.44,78.6,83.04,83.28,84.48,85.8,83.64,83.76,86.88,81.96,83.04,83.16,78.84,78.12,78.96,76.32,75.6,77.76,78.6,79.68,76.68,74.88,74.4,73.44,74.88,74.4,74.04,76.32,78.96,75.24
10/8/2011,KWh,73.68,77.88,74.04,73.08,74.76,72.48,73.44,75,73.8,75.36,74.28,73.56,75.96,73.56,75.24,74.4,73.44,74.4,73.32,72.72,73.56,72.84,70.8,72.36,70.92,70.2,73.08,72.24,73.44,72.24,75,78.12,75.72,73.8,75.6,75.48,75.96,77.76,76.2,77.52,77.64,77.04,80.28,77.04,78.36,79.2,78.72,78.12,78.36,78,78.36,77.04,75.24,78,76.2,75.12,76.68,73.92,74.16,74.76,70.32,79.56,96.72,85.8,77.4,79.92,85.2,74.76,79.32,79.92,83.4,82.2,81,86.4,74.88,81,78.6,78.72,79.8,84.96,82.32,84.48,76.32,83.4,75.24,79.68,79.44,81.84,83.16,79.92,79.2,78.12,78,78.72,77.28,77.4
10/9/2011,KWh,79.32,77.52,77.16,78,79.08,78.12,77.4,77.16,77.52,75.6,72,77.76,76.32,78.6,78.96,77.16,77.28,74.64,75,79.08,78.6,78.96,74.16,72.48,78.12,77.28,76.2,77.76,78,75.6,73.08,74.16,78.12,77.16,77.76,79.56,78.12,74.16,71.64,72.12,73.08,72.48,71.04,71.04,73.08,70.68,72.48,70.92,73.56,75.24,73.92,76.68,74.4,74.88,75.6,76.68,75.96,75.36,72.6,72.12,75.48,72.6,72.96,73.92,71.4,71.28,73.8,72.96,71.88,72.96,73.08,75.72,74.04,72,74.16,72,71.52,72,71.88,72,69.84,68.04,81,77.76,78.36,79.44,77.52,77.88,78.12,78.12,78.48,80.4,78.24,78.6,76.08,77.28
10/10/2011,KWh,80.28,81.48,72.6,76.44,77.4,77.88,75,76.8,78.48,72.84,71.88,76.2,75.36,75.24,75.12,75.24,76.8,72.12,77.28,77.64,72.6,71.64,78.24,84.72,86.52,86.88,91.2,91.08,92.88,97.56,98.04,100.2,107.52,107.4,108.72,106.44,109.68,112.56,108.36,103.92,107.4,107.64,106.32,108.48,105.36,110.16,107.4,107.52,107.04,109.2,107.76,109.2,108.36,104.16,104.64,100.32,101.16,100.44,99.84,97.68,100.32,96.96,98.16,96.84,97.2,96.36,92.4,86.16,90,87,89.04,89.52,89.52,89.52,90.36,90.48,88.8,85.2,86.28,86.16,83.64,83.52,83.64,79.8,77.88,79.44,81.36,81.48,77.4,76.08,76.56,76.8,77.52,78.48,77.16,74.64
10/11/2011,KWh,73.56,73.8,76.08,74.16,74.88,78.36,73.92,74.04,73.08,72.48,78.96,74.76,72.24,72.12,73.32,78.72,73.2,71.16,71.76,71.28,71.4,67.92,83.16,85.68,90.96,91.08,90.24,90,97.68,98.88,96.24,99.48,103.2,104.88,106.32,107.4,109.68,109.56,111.72,109.92,111.48,110.88,109.68,108.84,108.72,111.84,111,112.92,109.08,110.04,107.76,108.96,106.32,106.32,103.56,100.2,98.76,100.56,99.48,100.08,98.52,97.08,99.84,96.48,97.8,94.92,91.2,87.36,88.44,87.96,87.84,88.32,87.48,89.4,89.64,86.52,84.24,82.92,81.36,81.72,81.72,81.96,80.28,79.2,78.24,78.96,75.84,76.32,78.72,76.32,78.6,76.2,73.8,76.32,73.56,74.4
10/12/2011,KWh,76.56,77.64,76.68,74.28,74.76,74.28,73.68,73.32,74.04,76.92,77.4,75.84,74.76,75.24,75.84,75.12,75.24,78.12,78.12,76.44,74.76,74.64,78.6,77.88,84.48,87.24,87.72,87.36,88.08,89.28,94.8,96.36,100.8,103.2,102.96,105.12,102.48,104.64,105,105.48,106.68,106.56,105.6,106.68,105.84,106.32,107.4,105.12,105.96,108.12,105.84,107.64,104.4,101.16,102,99.36,98.4,98.64,96.72,98.28,96.96,95.88,96.36,95.04,93.96,92.88,87.24,85.8,82.8,82.68,82.68,85.08,85.32,85.92,85.2,84.6,83.76,79.56,77.88,76.92,75.96,74.4,70.92,83.64,78.36,79.44,84.96,82.68,78.12,78.72,77.76,78.48,78.48,71.76,75.6,77.76
10/13/2011,KWh,73.2,71.64,80.4,81.72,78,73.2,76.2,77.04,76.68,76.56,76.44,76.56,74.4,75.24,77.04,71.52,73.92,79.68,76.92,68.76,75.36,75.72,68.76,82.08,87.84,90.72,90.24,83.52,90.6,95.16,97.32,100.32,105.72,105.84,106.08,104.88,105.96,109.56,119.04,120.24,118.92,106.44,101.64,103.56,100.8,104.52,104.88,102.12,100.8,104.04,103.32,102.6,102.12,100.08,99.48,98.76,97.8,99.48,100.32,98.28,99.12,98.28,98.64,97.92,98.28,94.08,92.28,87.24,86.16,86.88,87,85.32,85.92,86.52,83.52,84.12,83.04,82.32,82.44,80.52,80.52,78.72,78.36,78.12,74.04,75,66.72,77.04,82.44,82.56,79.56,78.24,78,77.52,77.28,78.48
10/14/2011,KWh,79.32,78.6,78.84,78.84,72.24,77.16,73.56,76.44,75.96,78.6,79.44,72.84,73.92,77.04,73.2,77.64,78.24,78.6,80.28,74.4,78,76.92,72.72,76.56,87.84,89.76,87.12,89.64,90.72,93.12,96.84,99.96,103.56,106.08,107.16,107.4,108.12,104.4,105.24,103.68,105.72,107.28,106.08,105.48,104.28,103.2,105.84,106.92,107.04,108.12,112.92,109.08,109.68,110.04,107.28,103.32,101.76,103.56,98.16,97.32,90.96,85.68,80.4,81.6,81.12,79.92,81.48,79.44,82.68,82.92,84.12,85.68,85.2,85.8,84.24,81.72,81,78.6,78.48,83.16,79.92,75.24,77.28,75.24,75.36,81.24,76.2,74.76,75.72,73.2,73.56,74.76,72.24,76.08,77.52,73.56
10/15/2011,KWh,73.56,71.64,73.92,74.4,72.24,72.6,74.16,73.2,71.64,73.08,72,71.76,72.36,72.12,72.24,72.12,71.16,71.88,70.92,70.92,72.48,70.68,69.96,70.92,69.36,70.2,70.32,71.28,71.64,73.44,72,73.92,75.6,73.44,74.28,73.92,75.24,76.92,76.2,74.4,76.44,75.36,75.84,78.12,76.68,77.28,77.88,75,73.32,75.84,76.44,75.36,76.2,72.84,74.04,73.56,73.56,73.08,72.36,73.56,72.12,72.96,72.72,70.8,70.92,71.52,73.2,72.96,70.92,73.32,73.44,74.76,71.76,71.4,68.76,70.44,70.56,69.6,70.44,73.2,73.68,72.6,73.44,74.28,72.72,73.92,73.56,74.88,75.96,71.28,72.12,73.8,70.92,70.8,73.68,71.16
10/16/2011,KWh,71.76,71.52,70.08,72.72,71.64,70.56,71.4,71.4,71.4,71.64,70.8,70.68,71.64,72.36,71.28,71.28,70.92,70.32,70.56,69.72,70.56,69.84,69.24,67.08,69.12,68.88,67.68,69.36,68.28,69.36,70.68,69.12,70.2,69,70.2,71.28,72.12,74.52,75,74.52,74.76,74.52,71.88,69.36,71.04,73.2,68.52,69.72,74.16,71.88,72,73.32,69.72,68.76,72.24,70.32,69.6,69,67.8,66.84,68.52,69.84,67.44,67.56,70.56,67.56,68.88,67.8,68.52,70.32,69.36,69.6,66.24,66.36,68.16,66.12,66.84,67.8,67.68,68.04,69.96,69,69.24,71.64,74.4,71.64,71.64,70.68,70.32,71.04,70.92,70.44,71.28,71.88,70.92,71.16
10/17/2011,KWh,72.12,71.16,70.68,68.04,69.72,70.68,69.12,69.36,70.2,69.36,71.4,70.32,70.44,69.12,68.88,64.68,74.28,77.52,76.92,76.92,77.28,77.4,78.12,78.6,88.08,95.52,90.36,89.64,92.16,93.96,96.84,93.24,97.56,96.96,99.72,98.16,99.84,101.4,102.6,102.24,101.52,103.44,101.16,101.52,100.56,101.52,102.24,102.12,103.2,101.76,101.88,102.24,91.08,94.68,89.28,108.84,99.48,97.8,96,97.32,95.4,96.96,94.68,92.88,92.64,90.6,88.56,82.92,84.48,84.72,83.88,86.16,84.36,82.92,83.4,80.52,83.28,82.92,81.24,79.92,83.88,82.92,81.96,78.96,78.6,80.28,76.8,77.04,78.6,75.12,74.88,75.12,76.44,75.84,72.6,71.76
10/18/2011,KWh,74.4,71.88,71.4,73.56,72,73.32,74.16,71.64,75.36,74.28,72.96,72.48,74.76,74.16,72.48,71.52,70.92,68.64,85.8,85.08,86.04,83.88,85.56,91.08,93.84,96.96,96.96,96.72,98.88,105.12,99.24,94.56,97.8,102.36,103.2,99.36,100.92,102.6,103.44,105.12,103.8,104.64,105.12,103.32,101.4,102.36,100.32,103.68,101.88,103.2,103.56,101.88,100.68,100.2,99.12,94.32,95.52,95.28,95.88,94.56,94.44,94.08,95.28,96.48,94.44,92.88,88.56,88.68,85.68,84.12,85.2,83.76,86.16,85.92,81.24,81.84,81.24,80.04,80.28,77.76,74.64,75.72,75.72,75.6,73.56,74.16,73.68,72.36,71.4,72.36,71.76,70.2,69,68.52,69.36,67.56
10/19/2011,KWh,68.28,67.68,68.4,78.12,78.12,79.56,80.28,76.56,75.96,73.32,71.64,74.76,78.36,71.52,73.92,73.08,73.8,76.8,70.92,72.6,75.36,71.52,74.16,78.96,84.24,88.68,88.8,87.96,91.56,92.52,97.68,100.2,103.2,101.28,101.52,97.56,101.16,99.12,101.52,102.6,102.84,103.92,103.44,102.96,103.32,103.2,103.8,105.36,104.28,106.08,106.2,106.68,103.2,104.4,101.52,98.4,96.84,96,95.16,95.16,93.6,94.08,93.72,93.72,91.68,93.48,88.2,84.96,85.08,87.84,88.08,90.6,89.4,87.96,89.64,89.16,88.92,88.68,85.2,80.64,81.6,79.92,77.4,78,76.56,78.84,75.72,71.4,73.32,71.76,70.56,72.48,70.68,72.12,74.76,70.68
10/20/2011,KWh,69.6,64.44,84.96,86.04,77.04,73.44,75.96,80.88,79.56,80.88,79.32,79.08,74.64,79.68,75.72,75.24,78.72,79.44,73.56,73.8,73.8,71.88,73.56,78,81,91.44,88.8,82.56,84.72,95.16,92.4,96,107.52,109.44,94.08,94.44,99.6,98.4,101.16,99.48,99.24,100.32,100.92,100.56,100.92,100.2,99.6,100.32,98.76,99.96,98.76,98.4,98.52,96.96,93.72,92.4,91.8,90.72,94.44,91.08,93.84,93.36,93.6,91.44,91.68,89.64,84.72,82.92,81.96,82.92,83.16,81.84,83.64,80.88,80.28,79.08,76.56,75.6,78.12,75,75.72,76.56,73.08,72.84,72,71.76,70.92,71.76,70.92,69.6,68.64,68.64,67.68,70.56,69.84,68.16
10/21/2011,KWh,69.48,69.24,64.8,64.56,76.2,76.8,78.48,78.84,74.4,70.44,75.48,75.36,72.24,72.36,75.6,76.44,70.08,73.8,74.64,68.16,71.52,71.76,73.68,76.68,83.64,81.84,84.84,87.96,90.6,91.56,96.24,98.76,102,105.72,104.88,98.04,97.56,97.92,101.52,98.04,101.04,101.28,98.76,100.8,97.2,100.44,99.84,98.88,97.2,99.48,96,99.36,97.92,96.24,95.28,92.76,91.56,91.44,88.8,87,84.12,78.36,78.24,74.4,73.8,73.44,75.24,76.08,72.24,83.28,85.08,84.48,83.4,87.48,86.16,87.24,83.88,82.32,85.8,83.52,82.68,82.92,75.48,74.76,77.52,75.72,81.48,79.56,75.12,74.04,72.24,77.88,76.8,74.52,76.68,75.6
10/22/2011,KWh,79.08,75,72.24,77.52,75,71.76,76.08,76.68,72.84,75.24,78.72,75,73.92,77.16,76.8,72.36,75.12,78.72,71.04,77.16,78.24,68.76,74.88,76.08,69.36,71.64,74.28,76.8,71.4,71.52,75,77.04,78,76.08,77.88,81.84,80.28,72.24,73.32,72.72,71.04,74.4,72,73.2,72.48,75.72,75.24,75.36,76.08,77.4,75.72,77.76,76.32,75.6,78,78.12,78.12,76.56,75.72,74.88,75.36,77.04,79.68,78.48,76.08,77.88,76.32,75.6,76.32,76.44,75.36,75.12,77.76,76.08,75.84,73.56,71.88,73.08,72.84,74.28,72.12,72.12,73.56,72.84,70.8,71.04,70.92,70.92,76.8,72.24,71.4,71.4,70.56,70.92,69,69.72
10/23/2011,KWh,69.6,69.72,70.08,69.72,69.6,71.28,70.2,69.6,70.56,69.24,70.08,71.04,70.44,70.8,70.2,71.04,71.88,72.36,71.76,73.08,71.4,73.32,71.88,70.56,70.08,69.84,71.16,70.92,73.08,72.24,70.08,72.36,76.44,78.48,78.6,79.08,78.12,78.36,77.52,77.28,78.72,78.6,76.56,79.56,79.32,78.24,78.72,75.12,79.68,76.68,75.84,74.76,75,74.52,74.04,72.84,70.8,71.28,72,71.28,71.4,71.52,72.72,71.52,71.88,73.08,71.64,70.8,70.32,70.56,69.96,68.76,71.52,70.2,72.12,70.08,70.2,69.96,68.28,68.04,69.36,71.28,68.64,69.96,68.76,68.64,70.32,67.44,68.52,71.52,67.68,68.16,68.64,52.8,69.96,67.8
10/24/2011,KWh,56.52,67.44,66.48,77.16,77.52,75.96,76.2,77.64,71.28,71.16,72,70.56,66.48,72.6,69.72,69.84,68.28,71.4,70.44,69.24,68.76,73.68,68.88,77.4,81.96,80.16,77.28,81.84,89.16,85.68,93,96.6,100.44,100.44,102.96,103.32,106.2,99.72,96.84,96.36,96.48,98.64,96.84,96.72,94.92,99.6,97.32,99.24,98.16,100.32,98.28,99.12,99,95.4,96.36,92.28,92.04,91.32,91.44,90.96,93.12,91.32,89.28,90.72,87.96,87.6,85.44,81,78.72,80.64,80.16,79.56,80.64,79.08,77.4,79.44,79.2,75.24,79.44,76.32,76.08,77.64,75.36,72.84,74.4,74.04,58.56,73.56,71.04,66.84,55.92,76.68,81.36,79.92,78.24,78.48
10/25/2011,KWh,70.56,70.08,72.84,74.76,73.68,73.2,73.32,72.24,72.12,73.56,73.08,73.8,73.8,74.52,75.48,73.56,71.04,73.56,70.68,75,74.88,70.2,67.2,74.16,80.4,76.92,77.28,79.92,84.96,88.2,83.52,90.96,104.04,103.92,101.16,94.56,96.12,98.16,98.52,98.88,97.56,97.56,98.28,98.04,96,96.48,97.32,97.68,97.68,98.04,97.44,96.12,96,94.68,91.68,91.56,88.8,89.52,91.8,90.72,87.24,88.32,86.76,87,87,86.76,80.4,75.24,78.72,76.44,76.2,77.16,75.12,76.44,77.4,74.64,77.88,77.16,75.72,72.72,73.32,74.4,73.68,71.64,70.2,69.84,71.52,68.76,68.04,71.04,67.92,68.88,70.08,68.28,67.92,68.16
10/26/2011,KWh,66.84,66.24,67.2,66.36,67.92,65.88,64.8,61.92,74.88,89.64,72.84,75,73.44,71.28,76.08,76.68,72.6,71.88,77.16,78,71.04,70.32,72.96,83.04,90.48,94.08,90.72,90.12,92.64,98.64,99.84,98.52,107.4,97.44,95.64,96.24,94.68,96,98.88,97.56,101.52,100.2,101.28,99.72,100.2,101.16,100.08,102.6,100.56,100.44,101.28,100.08,99.72,99.36,96.72,92.64,92.04,92.28,91.68,91.44,90.48,90.12,89.28,89.88,88.32,88.08,84.24,83.28,83.04,83.04,83.64,84.72,79.8,79.32,79.92,80.28,79.2,77.28,78.12,80.16,78.72,77.64,79.56,76.8,75.24,77.64,74.52,76.2,78.12,75.48,72.6,73.92,73.32,72.84,72.96,75.48
10/27/2011,KWh,73.8,72.48,72.72,72.48,72.96,73.08,72.24,72.96,72.12,71.76,75.12,75.6,73.68,74.04,72.48,73.68,73.44,71.88,73.44,76.2,72.96,72.96,75,79.68,83.64,89.16,89.16,86.04,88.68,87.48,93.96,98.28,100.68,105.48,103.2,102.6,104.28,102.72,106.2,106.08,105.12,106.32,104.04,102.96,101.52,101.76,101.52,101.76,98.64,101.28,103.44,100.32,98.76,98.88,96.72,93.12,91.56,93.12,90,90.36,91.08,87.96,89.64,88.56,89.64,87.36,82.68,79.8,80.28,80.16,80.4,78.6,77.4,76.68,74.76,78.72,78.6,78.12,75.24,74.16,74.04,74.76,77.64,73.08,71.4,71.88,69.36,69.6,68.52,67.56,68.4,64.2,59.04,71.04,67.44,53.64
10/28/2011,KWh,67.8,67.8,59.04,59.16,71.16,77.88,76.44,77.64,79.2,70.92,71.76,68.76,71.52,71.64,66.48,70.8,72.36,69.12,72.96,69.12,69.72,71.76,62.52,59.64,74.04,80.64,73.08,78.12,79.2,82.08,87.24,93.36,101.4,102.48,104.76,105.36,104.52,105.96,108,95.76,99.36,97.44,97.44,100.08,96.96,97.32,97.68,96.48,100.32,98.52,97.44,101.4,98.04,97.56,95.76,91.56,91.56,89.64,89.04,88.92,84.6,76.56,75,74.76,74.04,74.04,75,75,75.24,74.16,75.72,77.04,79.44,78.96,75.24,75.36,74.88,65.04,74.76,65.64,71.16,70.56,64.32,69.72,59.04,70.92,55.68,63.48,79.56,77.52,77.64,73.92,67.8,75.24,73.2,67.2
10/29/2011,KWh,75.84,70.32,72.12,74.76,72.6,68.04,73.08,72.48,71.76,68.88,71.76,67.2,69.96,72.84,65.28,67.8,73.32,66,67.56,73.68,67.32,65.04,69.96,68.16,65.04,65.64,70.44,66.84,68.52,68.88,65.16,72,71.52,66.24,70.8,69.36,67.92,73.32,71.16,68.16,73.8,72.36,70.92,68.4,73.68,76.92,73.92,60.84,63.72,67.44,58.56,70.56,52.92,70.44,68.88,55.44,71.52,61.2,64.2,72,63.24,60.12,69.72,63.96,58.8,68.04,66.72,57,70.44,64.8,60.96,70.32,69.36,56.16,68.64,66.24,57.36,68.16,60,65.4,67.2,80.52,76.44,70.32,69.6,70.92,72.72,74.28,71.52,65.4,75,71.04,71.4,70.8,67.8,72
10/30/2011,KWh,75.96,71.76,72.84,73.56,72.96,69.72,72.84,70.92,74.16,72.12,65.88,73.32,70.68,65.88,74.16,71.16,66.6,72.84,68.04,70.8,68.16,72.72,65.04,71.76,68.76,69.72,68.76,72.24,65.88,71.88,73.8,71.52,71.76,68.4,72.12,70.68,70.44,72,69.72,72.96,70.92,74.28,67.44,65.4,62.88,62.88,69.24,69.12,70.56,70.44,72.12,72.12,69.72,71.28,71.16,70.56,68.4,68.28,68.04,67.92,69.36,67.8,68.28,67.68,66.6,67.44,67.8,65.52,69.72,67.08,66,68.16,67.44,70.44,68.76,65.76,53.64,70.2,67.56,55.8,69.72,56.64,70.8,54.36,68.76,76.8,79.56,76.8,66.96,71.76,73.68,68.28,74.64,69.36,73.92,70.2
