Date,Unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
6/22/2011,KWh,68.4,62.76,68.28,73.08,68.16,63,59.52,61.08,59.64,60.84,55.32,60.96,60.48,56.4,61.44,63.6,63.72,60,63.84,64.32,60.12,62.04,61.08,61.08,65.4,76.92,71.16,67.68,72.36,72.36,74.64,80.76,83.16,85.08,88.32,85.08,84.24,84.72,88.68,84.36,84.12,89.28,85.92,90,82.44,82.8,86.88,89.4,89.52,85.8,77.76,80.4,75.96,78.96,76.32,71.04,74.76,71.64,78.96,71.04,71.64,75,70.8,72.36,70.56,69.12,64.44,57.24,63.84,59.28,61.92,59.64,69.24,65.4,65.64,67.32,68.52,74.52,68.4,66.24,67.08,62.4,64.92,63.84,59.64,58.92,59.4,62.28,62.16,62.52,62.88,62.04,57,63.24,61.32,57.96
6/23/2011,KWh,60,59.76,58.68,55.8,61.2,57.96,57,56.4,57.36,59.16,55.92,54.6,61.2,59.52,57.12,56.52,55.44,57.84,56.28,57.6,54.48,58.2,56.4,57.24,60.6,63.12,66.6,60.12,64.32,70.2,69.72,72.6,75.84,77.76,78.6,81.48,87.48,76.56,82.92,85.68,82.44,81.12,79.56,82.08,81.84,78.12,82.68,79.68,79.08,79.2,82.68,78.96,78.84,78.96,82.92,74.64,76.2,78.72,81.36,77.64,80.28,80.28,73.68,75.6,78.36,68.76,64.44,66.48,65.04,63.72,64.8,65.88,67.44,71.76,67.08,70.32,70.08,68.76,71.28,66.84,72.72,64.56,67.68,66,64.2,65.76,65.52,64.44,60,63.36,59.4,61.2,61.8,63.12,59.76,58.8
6/24/2011,KWh,61.68,62.52,62.16,65.76,62.16,62.76,61.8,60.48,64.44,59.88,59.64,64.08,61.92,61.8,56.76,60.24,62.04,58.44,59.88,60.48,60,60.72,49.8,59.76,64.68,66.6,66.12,67.68,66.84,67.32,73.32,76.2,75.72,78.84,78.6,77.64,80.4,81,85.68,82.92,83.64,82.32,83.16,84.48,82.44,84.84,84.6,82.08,81.6,84,82.32,80.88,80.64,80.16,76.32,79.68,76.56,77.76,75.72,75.12,79.56,76.8,78.36,76.32,77.28,75.24,69.84,66.72,67.08,66.48,63.72,64.92,67.68,63.96,66.36,69.24,67.8,67.68,66.12,64.44,63.12,60.72,61.2,58.08,57.48,55.2,57.24,57.24,55.44,60.6,55.2,56.16,57.24,57.12,57.84,56.88
6/25/2011,KWh,55.32,56.52,54.72,54,56.52,56.76,53.88,54.72,54,52.8,57.48,57.12,53.16,53.28,53.88,54.12,55.56,58.08,52.92,54.84,54.96,54.48,57.6,58.08,55.2,52.68,54.96,51.48,53.52,57.24,55.56,56.52,59.76,60.24,61.56,62.28,63.84,60.24,58.68,59.76,56.52,57.12,59.76,55.32,56.16,56.88,55.68,57.24,53.52,54.24,54,55.44,53.76,55.68,55.8,55.32,54.24,55.2,54.24,55.92,54.84,55.2,53.88,55.68,56.04,55.56,55.68,56.52,55.08,58.8,57.84,58.08,60,58.8,57.36,54.6,51.24,51.12,50.88,51.48,50.76,51.24,53.4,53.4,54,51,53.28,51.48,50.28,54.96,54.24,51.72,51.24,51.48,53.4,50.28
6/26/2011,KWh,54.24,53.76,53.64,52.08,51.96,52.8,50.64,55.44,54.96,52.44,50.4,50.88,51.96,51.12,52.08,55.8,52.32,50.64,53.28,52.08,51.24,54.12,53.28,53.64,52.32,51.12,51.96,51.6,52.32,55.56,59.28,51.72,53.64,50.52,51.96,52.32,52.44,53.52,52.08,50.88,52.2,54,54.24,54.96,55.2,57.12,61.08,56.76,60.48,58.8,60.96,61.32,46.68,54.24,51.6,49.68,53.04,52.92,54.48,49.8,51.12,55.8,52.08,51.24,51.72,51.6,54.12,48.84,57.36,51.96,50.4,49.92,50.88,49.32,48.48,51.84,52.08,51.12,51.24,57.48,54.24,48.84,56.16,51,52.8,52.08,55.68,51.24,51.48,55.32,50.88,57.24,53.16,51.6,52.68,50.64
6/27/2011,KWh,51.96,50.88,52.56,50.64,54,49.68,53.76,56.88,51.84,52.32,49.56,54.12,49.32,54,51.36,52.08,52.68,54.72,56.16,52.08,53.52,49.44,54.72,55.08,64.56,65.52,68.04,60.48,62.52,72.12,67.92,74.16,73.92,80.52,75.36,76.68,79.8,76.2,80.64,76.8,83.04,79.8,78.72,81.36,78.36,82.32,80.52,80.28,84.84,80.04,78.96,81.6,76.68,78.6,75.84,72.84,74.28,75.96,74.16,72.72,71.16,72.24,76.92,70.68,73.08,70.8,67.44,61.8,56.16,59.88,58.56,58.56,70.92,71.64,75.96,78.96,74.4,77.16,75.12,69.96,73.8,75.12,72.84,67.2,67.56,67.2,69.84,63.24,66.96,63.48,67.68,64.2,61.68,67.08,62.04,62.88
6/28/2011,KWh,63,62.16,64.8,64.8,61.44,63.24,63.6,65.4,65.76,63.48,63.96,63,65.52,62.88,63.96,63.48,60.72,63.12,69.6,59.64,63.24,61.2,53.16,55.32,64.44,62.4,68.16,66.96,63.48,66.48,70.68,71.28,76.44,77.28,78.84,78.72,79.08,80.04,79.8,78.6,81.36,79.56,81.96,79.68,82.08,81,76.44,79.92,79.56,77.64,79.68,79.08,82.08,76.32,78.36,71.88,74.88,73.92,71.28,72.24,69.96,77.4,72.12,69,67.8,67.92,62.64,54.36,59.76,57.48,60.6,65.16,67.8,68.64,67.08,74.64,72.96,71.64,67.8,72.24,72.24,66.84,69.24,64.92,66.12,65.16,62.28,65.52,60.48,60.96,61.8,65.88,63.12,60.72,61.08,62.28
6/29/2011,KWh,59.16,62.64,62.64,62.52,61.08,62.76,66.36,60.96,64.8,54.6,60.24,58.2,58.08,62.64,62.64,61.68,69.36,58.92,61.8,66,61.8,63.12,54.36,53.88,64.56,66,68.04,61.44,66.12,64.44,70.8,69.24,76.8,78.96,77.28,76.32,81.36,76.92,77.88,80.16,78,82.44,80.4,77.76,78.96,78,81.12,78.48,82.08,82.44,82.8,78.24,79.2,74.64,75.12,75.48,69.24,72.84,70.08,73.44,69.6,72,71.76,70.08,75.96,67.8,65.4,58.32,56.28,61.32,56.64,58.32,68.76,72.48,66.12,70.56,73.32,72.96,73.92,72,75.24,67.92,69.96,69.12,68.64,64.92,63.84,63.84,62.88,63,65.76,65.4,62.76,62.4,69.36,65.88
6/30/2011,KWh,64.56,62.16,65.64,62.88,60.84,64.32,60.6,61.56,60.72,62.64,62.16,60.48,62.4,64.8,62.16,62.16,65.28,65.4,63.72,60.84,65.16,64.32,52.56,58.92,62.04,63.72,70.92,61.8,65.64,65.76,68.64,71.4,74.04,80.88,74.4,77.76,72.96,78.96,78,77.52,80.04,78.12,81.48,79.8,81.72,81.6,81.24,80.4,81.84,78.12,85.32,80.28,85.44,84.96,79.92,79.32,76.44,79.68,81.6,81.24,84,80.16,79.8,81.96,83.28,80.4,78.24,72,75.6,73.56,70.92,75.48,76.68,76.56,75.12,75.24,72.12,73.32,71.4,68.64,64.08,68.28,71.52,68.64,68.4,65.4,63.36,66.36,64.68,61.32,65.04,60.6,57.72,63.36,63.36,66
7/1/2011,KWh,65.16,61.8,63.72,61.2,65.76,65.64,64.2,64.68,58.32,62.52,60.72,60.6,62.88,62.28,62.88,59.76,62.16,62.4,61.92,62.28,60,59.88,57.48,53.28,61.2,66.12,62.16,63.84,67.56,69.36,71.52,77.28,72.96,79.2,73.8,72.24,76.2,74.88,79.2,80.28,77.64,78.6,82.44,79.8,78.12,77.4,82.56,75.6,77.04,75.36,70.8,72.6,71.4,70.44,75.6,72.12,71.76,69.12,71.16,68.64,71.16,69.72,76.08,101.52,103.2,103.08,101.4,103.2,105.96,103.44,102,102,96.84,94.68,93.24,91.68,93.84,86.88,92.04,87,84.72,86.52,82.08,79.44,79.8,80.76,63.24,66.24,62.64,65.88,62.88,63.84,64.92,67.92,65.28,65.52
7/2/2011,KWh,61.32,65.28,65.04,60.36,69.36,64.92,64.44,65.52,62.04,67.32,63.12,61.68,65.04,60.96,62.88,67.2,64.08,60.24,64.92,61.32,66.12,61.8,62.52,62.4,62.76,63.6,60,63,70.44,62.4,74.52,66.12,67.8,64.2,71.28,66.84,68.76,66.96,67.44,69,66.6,63.96,67.68,65.28,61.68,69.36,66.12,72.72,74.28,68.76,73.68,69.72,75.36,56.88,90.48,104.76,108.36,110.64,108.72,109.68,111.48,108.84,110.4,110.52,110.76,109.56,110.16,111.12,110.64,106.56,111.12,110.76,106.92,107.04,105,101.16,100.68,101.28,101.16,101.88,102,99.24,96.24,96.6,97.44,88.92,87.84,90,88.68,89.88,89.16,89.4,89.64,84.96,84.36,84.6
7/3/2011,KWh,83.88,84,84,83.28,85.44,83.64,83.04,81.72,78.48,80.64,81,79.44,81.6,79.44,80.28,75.24,76.44,81.24,79.32,64.56,49.44,50.64,50.16,52.44,48.6,50.4,49.44,47.52,52.32,45.72,51.6,46.8,50.76,47.64,51.48,50.4,53.52,58.32,57.72,62.16,56.88,64.2,61.92,61.92,66.36,65.28,93.72,104.4,104.64,106.2,105.12,105.36,104.76,106.2,106.08,105.96,105.36,107.88,107.76,106.56,108.12,109.08,107.4,107.76,106.68,106.2,106.2,105.96,104.76,104.88,104.4,105.24,105.6,102,103.56,102.12,101.4,102.48,103.56,102.24,102,103.68,102.36,102.6,100.68,97.56,96.48,96.84,97.44,96.6,95.4,94.56,91.2,90.72,90.24,92.16
7/4/2011,KWh,90.24,83.52,82.68,84.48,86.4,84.72,81.84,76.32,70.56,70.56,58.56,47.64,54,51.72,51.36,49.56,50.16,50.76,50.16,49.32,50.16,49.44,50.4,59.52,58.56,64.2,62.64,61.08,60.72,64.92,68.28,71.4,75.36,80.4,75.48,80.88,82.32,82.08,83.64,85.2,89.52,87.84,91.92,88.92,93.36,92.4,95.88,95.76,93.24,99.6,100.08,126.24,131.88,129.24,130.8,126.72,128.16,127.68,126.84,128.52,127.92,125.4,125.88,126.72,124.68,123.6,117.36,113.28,113.88,112.08,112.68,113.04,115.56,113.4,114.96,113.76,110.16,112.2,113.28,110.16,108,107.76,101.64,99.12,99.96,101.88,98.64,98.88,100.08,99.48,99.72,95.4,93.84,94.68,96.36,89.88
7/5/2011,KWh,90.12,90.48,89.04,86.64,85.44,84.36,85.68,71.16,50.28,65.52,57.6,50.52,52.56,51.84,49.08,54.96,48.84,53.04,51,47.88,52.32,50.88,51.36,59.4,64.2,67.32,61.32,65.04,62.64,66.84,71.16,70.68,81,80.88,79.44,80.04,86.52,90.48,88.2,90.6,87.96,90.36,92.76,90.12,92.88,91.32,97.08,91.92,92.16,90.24,90.12,88.8,89.52,87.84,87.72,81.36,83.04,80.04,81.36,79.44,80.16,80.76,76.08,72.6,73.44,75.6,69.72,63,62.4,62.52,63.24,66.6,74.4,73.2,75.36,72.96,72.48,73.68,72.12,66.72,70.92,68.04,70.8,66.72,66.96,66.12,69,68.52,64.32,67.56,65.04,63.96,63.36,62.88,63.84,66.6
7/6/2011,KWh,59.76,64.68,63.24,67.32,62.04,62.16,63.84,64.2,63.48,64.08,60.84,65.16,64.32,59.28,62.88,61.92,60.36,61.08,61.56,59.88,63.84,60.12,52.2,57.48,60.6,63.12,62.76,60.6,62.04,64.08,66,72.24,73.8,77.76,76.44,73.68,80.16,82.92,82.44,85.56,88.56,87.72,88.56,95.4,99.24,102.12,100.68,99,100.56,101.28,103.08,96.48,71.4,74.28,107.04,125.16,122.76,105.96,105,100.08,96.12,100.44,101.52,97.2,101.4,96.72,93.84,94.32,88.68,93,93.84,91.8,89.52,86.04,78.24,81.6,78.12,75.72,78.12,78.84,81.84,81.72,77.28,78.12,75,77.76,73.2,72.12,74.28,76.2,72.24,74.28,73.44,73.8,78,75.36
7/7/2011,KWh,76.68,75.84,72.96,77.64,78.24,70.2,71.4,73.56,69.48,70.92,70.68,73.32,71.52,70.32,68.16,71.88,69.36,72,69.96,68.4,68.52,70.8,62.16,64.56,67.08,69.36,68.04,67.08,68.88,69.48,74.4,73.32,82.32,82.32,81,87.12,87.36,87.96,90,90.6,93.48,92.04,94.32,94.32,93.96,93.84,91.44,94.32,92.16,91.68,92.64,89.04,89.64,88.2,87.84,85.2,83.52,84.24,86.16,82.8,81,84.96,77.4,80.64,76.56,75.84,71.64,64.32,61.08,62.52,61.56,61.08,72.36,71.88,75.6,71.76,73.8,71.04,70.2,68.64,67.44,70.08,68.28,67.92,63.96,66.48,65.28,66,66.6,64.56,68.88,66.84,65.76,67.68,66.48,62.76
7/8/2011,KWh,66.72,59.52,63.96,60.36,62.76,66.24,63.72,61.2,63.84,61.44,60.6,64.56,59.28,62.76,63.12,60.12,61.56,65.64,60.96,65.16,67.08,61.44,54,54.48,62.04,63.24,65.88,61.68,68.04,65.16,69.84,72.96,73.56,75.84,78.72,73.08,76.08,79.56,75,78.36,78.12,82.08,80.64,78.84,81.48,75.84,81.24,77.28,81.48,78.48,78.12,78,77.88,72.36,76.2,71.28,74.16,69.48,75.12,69.72,69.96,70.56,69.72,67.92,67.68,67.44,61.08,61.32,62.52,57.96,56.16,59.88,66.48,70.32,72,75.24,77.04,72.12,73.32,71.52,73.56,69.96,69.84,66.72,67.68,65.64,63.72,70.32,65.88,63.6,66.84,62.28,68.64,65.04,63.12,66
7/9/2011,KWh,63.84,65.4,66,66.84,62.88,62.64,64.68,62.76,64.08,62.4,62.16,64.32,63.36,66.96,66.12,62.76,65.52,64.56,66.36,66.36,65.04,65.04,63.96,68.88,65.52,62.16,62.64,61.08,63.12,63.96,62.88,64.68,62.28,68.4,62.04,69.12,65.04,68.28,67.08,63.24,64.68,67.8,65.52,67.2,64.32,67.56,67.08,63.24,68.76,66.6,68.04,69.84,67.44,67.56,69.84,71.4,66.24,69.96,64.8,70.08,69.96,59.28,65.28,62.52,66.48,62.76,64.92,64.8,67.08,63.24,67.92,66.6,69.12,64.44,62.76,63.72,64.56,63,64.2,65.52,64.92,63.84,63.96,66.96,66.96,66.48,66.96,65.64,68.04,63.6,65.88,65.04,63.6,65.04,63.48,63.72
7/10/2011,KWh,64.32,61.68,64.32,63.24,63.24,67.68,64.44,62.52,63.72,63.48,60.72,61.68,56.52,62.04,61.68,59.04,64.8,60.36,64.44,60.6,63.6,64.68,62.16,66.12,64.32,64.68,59.64,60.24,66.72,60.12,63.36,59.16,63.84,61.8,63.84,62.04,65.76,65.28,62.64,66.72,61.92,67.2,67.44,63,67.8,66.96,63.84,66.72,63.96,65.52,63.36,65.64,65.64,66.6,64.56,69.48,71.4,65.28,69.6,67.44,65.04,66.48,65.52,66.96,63.48,66,62.52,62.16,61.92,63.48,64.8,67.32,60.24,63.72,63,61.44,61.8,64.2,63.6,61.56,65.52,63.12,62.76,63.24,62.64,63.84,63.6,61.44,63,61.2,63.84,66.12,63.24,62.76,66.6,61.92
7/11/2011,KWh,62.04,65.52,60.96,60.96,60.12,63.12,64.2,62.04,62.4,62.28,57.48,61.68,57.6,63.36,58.2,63.72,61.56,57.6,59.64,59.52,59.88,60,50.76,58.92,58.44,60.24,64.44,68.52,65.76,67.44,69.36,72.84,76.68,78.24,77.52,79.32,76.92,82.44,81.36,78.36,84.84,81.6,81.36,78.84,80.04,81.12,82.68,82.8,83.04,85.2,82.32,83.16,82.32,81,78.72,75.96,76.8,76.8,76.68,70.44,76.56,78.24,74.4,74.52,75.12,70.92,63.72,61.44,63.48,60.72,57.96,62.76,68.64,70.8,71.4,70.68,67.2,69.6,68.88,70.08,72.6,72,68.88,67.8,69.24,67.8,65.64,66,66,65.88,67.56,68.88,65.76,69.24,64.68,65.4
7/12/2011,KWh,63.24,61.56,64.32,59.88,64.92,61.44,62.4,63.72,59.76,58.92,57.72,59.28,58.32,57,55.44,56.04,56.28,55.56,55.92,54.36,56.64,53.76,56.04,59.16,62.76,64.92,59.04,62.28,62.52,66.72,69.84,71.52,79.68,81.84,81.6,78.72,77.28,79.32,80.04,78.12,80.4,78.84,84,77.4,79.2,76.92,79.08,80.04,79.32,82.8,77.88,82.2,79.68,77.64,78.48,71.28,75.72,78,75.72,73.08,75,73.8,73.2,73.56,72.96,69.48,66.6,61.92,61.32,60.48,61.08,57.96,70.68,68.88,73.68,76.08,73.32,72,68.88,66.96,71.28,68.76,68.76,65.64,66,63.24,63.36,65.76,60.12,64.8,62.64,62.4,62.64,63.12,63.48,59.88
7/13/2011,KWh,62.04,61.2,60.96,60.84,61.68,59.52,61.92,65.28,60.12,63.24,61.44,66.12,58.2,56.16,60,52.68,55.8,55.92,55.68,59.04,54.48,57.36,57.6,62.76,64.44,63.72,65.16,59.16,64.8,62.64,66.36,78.72,78.84,82.44,78.24,77.52,78.24,78,83.04,78.12,82.92,83.88,80.16,80.4,79.56,81.96,84.48,84.72,80.64,84.84,85.08,87.48,84.72,86.64,83.76,78.12,82.2,77.52,79.68,81.12,78.96,79.44,82.32,79.44,81.72,77.4,74.52,72.84,67.56,69.24,72.36,69.72,75.12,75.84,73.56,73.08,68.52,69.12,67.2,68.28,67.32,72.72,63.96,66,64.56,64.92,62.76,66.12,68.04,64.2,66,66.48,65.4,64.44,65.16,66.84
7/14/2011,KWh,66.24,63.72,66.6,65.04,65.64,67.2,66.6,65.52,65.4,70.2,66.6,65.64,67.56,63.24,65.16,66,62.64,66.36,62.04,66.96,66.96,58.56,64.08,57.96,63.6,72.24,65.88,69.72,67.2,72.84,72.6,76.44,80.4,81,85.08,81.36,83.16,74.16,79.8,78.96,76.56,77.28,79.44,77.64,81.24,82.8,82.56,80.4,82.44,84.24,83.88,79.32,78,78.24,78.72,76.2,74.16,74.16,76.56,75.6,71.64,73.92,74.64,71.04,75.72,68.88,65.52,61.2,60.6,64.44,62.64,64.44,71.52,75.72,70.92,70.08,72.96,71.52,72.72,69.96,71.88,71.52,68.88,66.24,65.4,66.72,67.92,71.04,63.84,66,58.08,64.32,64.32,63.48,61.08,64.2
7/15/2011,KWh,60.84,61.56,61.2,64.8,60.24,62.04,63,57.48,65.28,58.44,64.08,64.68,61.68,64.32,62.64,65.64,60.84,66.84,63.84,63.6,65.16,60,59.52,56.88,65.76,74.16,68.52,66.12,66.96,68.4,71.16,71.76,77.88,79.92,79.32,76.68,79.92,79.56,83.76,80.4,80.16,81.72,79.44,79.8,78.48,81.36,83.04,80.88,83.16,83.76,83.04,82.92,82.68,82.32,79.08,79.68,78.24,76.08,76.8,76.8,75.24,74.52,75.24,75.36,73.2,72.24,66.72,63,62.88,60.84,65.04,62.88,62.88,66.24,63.72,65.04,62.52,64.68,60.96,64.08,62.52,59.16,62.04,65.16,63,60.84,59.4,60.6,57.12,60.36,60.36,63.24,61.32,59.64,61.08,60.6
7/16/2011,KWh,63,58.56,60.12,60,55.44,61.2,57.12,59.88,56.28,58.68,57.48,59.04,60.6,58.32,57.48,60.72,58.8,59.28,57.36,58.56,58.08,58.8,59.28,59.76,62.76,59.4,55.68,60.72,56.64,59.16,58.44,60.48,58.08,59.04,63,60.96,59.76,64.8,61.44,63.12,62.52,58.92,62.28,59.88,62.52,63.72,63.24,59.76,62.76,60.12,61.44,62.28,56.64,58.56,59.4,61.92,64.56,60.72,64.2,63.12,65.04,64.08,64.8,64.08,65.16,64.32,64.32,64.44,59.76,58.2,63.48,61.2,62.04,57.96,58.08,57,57.6,57.48,57.96,56.76,57,59.52,55.68,56.76,57.6,59.52,59.4,52.68,59.04,54.48,58.68,57.12,56.04,58.44,57.24,58.08
7/17/2011,KWh,62.16,58.56,59.28,56.16,60.12,54.84,58.8,59.16,56.04,57.24,57.48,57.48,60.12,57.84,60,55.8,58.92,58.92,56.88,59.64,57.12,59.76,56.16,60.6,57.12,57.24,62.88,57.84,57.72,57.96,58.32,61.08,58.2,57.96,61.92,63.48,65.28,64.08,65.04,66.96,66.24,62.52,63.84,59.04,61.56,61.68,58.56,61.32,59.88,59.76,57.84,60.6,61.08,56.4,59.64,61.32,59.4,64.56,57.96,62.88,63.12,57.96,65.52,64.68,64.92,61.92,62.04,63,62.88,60.48,63.12,64.44,59.76,58.56,58.68,60.6,58.56,59.52,61.68,64.2,62.16,63.12,60.12,62.4,60.96,59.64,62.76,61.92,60.72,61.08,64.2,64.2,61.08,61.56,60.96,64.2
7/18/2011,KWh,62.28,62.4,66.36,64.32,64.08,64.8,63.72,61.92,61.32,62.16,61.2,61.32,54.24,60.12,58.56,56.64,57.72,53.88,57,53.88,58.2,57.6,54.12,56.64,51.12,50.76,50.04,49.08,51,50.04,51.12,52.08,59.28,59.88,53.88,53.52,51.96,51.6,52.8,48.96,54.96,54.24,55.44,52.2,52.92,56.16,50.76,57.12,52.2,53.52,53.16,47.4,52.92,47.28,51,48.48,50.16,54.84,51.12,48.96,53.64,48.6,52.08,57.72,53.28,56.52,57.72,58.68,52.68,55.2,51.96,55.92,59.4,59.04,61.68,55.8,62.04,62.52,62.16,61.08,62.64,64.08,60,62.76,61.56,61.92,61.68,60.72,61.56,60,63,61.68,61.32,61.44,61.68,62.88
7/19/2011,KWh,65.4,63.6,63.12,62.28,64.56,62.52,61.32,63.72,61.08,60.36,60.72,61.44,61.08,61.32,60.12,60.72,60.12,59.04,59.88,56.04,60.36,57.72,57,57.72,65.04,64.2,62.52,59.28,64.08,69.84,69.36,73.68,73.68,81.72,74.76,78.96,77.76,76.8,83.76,81.48,84.48,85.56,83.16,83.04,83.16,88.68,86.4,86.76,88.2,86.16,91.32,89.76,84.6,89.76,84.24,86.16,78.24,81.36,82.68,80.16,83.64,78.96,83.52,85.8,79.8,82.56,75.96,70.08,72.6,70.32,68.76,70.56,71.64,72.24,71.52,72,69.96,69.48,77.16,75.84,73.32,75.48,68.64,73.56,66.24,66.96,69.36,67.08,68.76,65.64,74.52,67.92,65.28,67.08,68.04,67.2
7/20/2011,KWh,65.4,66.6,64.32,64.08,63.96,64.44,63.12,64.56,64.44,64.44,64.08,64.44,61.68,63.84,61.92,63.24,63.36,59.16,58.56,58.08,60.36,59.16,54.24,52.2,57.84,61.32,62.52,62.64,57.96,64.8,63.72,69,71.76,74.76,77.28,71.76,77.88,80.04,77.64,84.96,84.96,86.76,83.64,88.56,87.6,88.2,86.88,92.52,92.4,90.84,90.36,92.28,91.68,84.12,91.56,84.6,81.72,81.48,81.24,83.16,83.64,86.16,105.96,89.76,77.76,80.76,77.16,72.6,74.76,72.24,72.96,71.16,74.28,74.88,72.36,72.24,69.48,70.8,71.76,65.4,69.6,66.72,66.36,65.04,62.52,63.84,63.72,60,61.92,63.24,64.32,61.32,63.6,64.32,62.28,62.88
7/21/2011,KWh,62.16,66,60.72,66.24,61.8,63.72,64.8,61.44,63.36,63.12,62.28,60.24,62.76,60.6,61.56,60.96,60,61.56,61.32,60.6,60.84,59.64,51.36,51.72,60.12,58.2,60.48,58.8,60.72,63.84,67.92,68.28,73.08,75.6,72.6,72.84,72,74.52,78.12,80.76,83.04,85.08,86.88,93.84,93.72,93.24,95.88,94.2,94.68,98.16,97.2,92.28,91.68,98.52,123.12,120.84,119.64,120.6,120.36,102.84,82.92,104.64,92.16,85.92,89.64,84.96,75.96,71.16,70.56,71.28,67.68,69.6,69.96,71.88,69.84,68.88,72.48,68.88,70.56,69.24,69.84,70.32,67.8,66.84,65.28,65.28,63.12,60.6,61.68,61.32,61.8,60.6,60.84,59.76,63.36,60.72
7/22/2011,KWh,60.96,60.24,66,60.72,59.28,60.6,59.04,60.24,58.44,60.96,60.72,60.96,64.2,61.32,61.44,59.88,61.92,62.04,61.2,59.52,58.68,58.08,47.4,52.2,56.64,59.64,61.56,59.04,64.32,61.32,68.28,68.28,73.92,74.4,76.32,71.64,75.6,75.96,77.88,76.92,76.8,80.28,81.72,76.68,79.8,77.4,77.52,85.08,75.96,79.44,80.52,78.96,78.72,77.88,75.12,74.4,73.44,75.84,73.32,69.12,75.72,76.8,76.08,70.68,70.92,68.76,65.76,62.16,62.16,63.24,60,66.24,67.68,66.12,70.32,68.28,70.08,68.4,66.36,67.2,67.92,64.56,61.8,64.56,64.68,65.04,60.48,69.96,63.96,65.28,66.36,63.84,65.88,62.28,62.16,60.36
7/23/2011,KWh,59.64,61.44,59.16,61.2,63.48,58.68,61.8,58.2,60.36,57.96,60.12,61.44,58.68,62.04,60.84,59.64,65.04,62.52,62.52,62.76,60.48,63.72,60.48,57.96,61.68,58.08,58.8,57.96,59.64,65.88,62.16,60.6,64.08,61.32,59.28,67.2,62.52,63.24,63.36,67.2,65.28,67.68,65.04,65.04,67.08,69,63.96,64.92,66.6,65.28,64.2,66.96,66.72,67.32,65.64,65.4,65.64,67.68,68.52,65.28,68.4,63.36,68.16,67.08,68.76,63.96,66.6,65.88,67.92,62.52,63.72,65.28,60.96,65.4,60.36,60.6,63,58.8,65.28,62.04,60.96,63.48,62.04,62.76,63.84,60.96,63.6,66.24,62.64,67.92,63.12,65.76,61.68,62.52,62.76,60.96
7/24/2011,KWh,62.52,61.92,62.76,62.04,62.76,60.48,61.8,61.92,60.96,63.84,61.2,56.28,62.64,58.2,64.8,60.72,62.88,62.28,61.8,61.32,59.28,61.56,59.28,58.92,58.32,59.4,59.28,56.28,61.92,60.96,62.04,56.64,61.2,58.44,64.08,58.08,62.4,60.48,65.64,61.92,61.68,68.04,67.44,60.24,64.68,60.12,60,63.6,64.08,61.8,66.48,63.72,62.4,64.56,60.84,64.56,62.4,64.92,62.64,68.64,66.48,64.56,67.2,63.48,63.6,64.2,63.84,63.96,61.56,62.64,64.56,58.8,63,61.8,57,59.88,60.48,59.88,64.44,58.08,65.52,60.36,61.68,61.44,63.24,67.56,64.92,65.64,63.48,63.72,62.88,65.76,57.12,63.96,61.32,61.2
7/25/2011,KWh,61.32,65.52,55.2,59.28,59.88,59.16,61.44,58.8,57.96,61.8,58.44,59.88,62.28,60.96,59.16,64.68,61.92,60,61.56,58.44,59.04,61.92,51.96,53.04,61.92,64.56,60.72,57.36,64.8,61.68,67.92,69.36,73.08,76.8,73.8,75.6,77.16,76.92,78.96,76.2,78.36,81.24,77.4,79.92,82.08,79.56,78.96,84.84,83.04,80.76,84.24,82.68,80.4,82.44,84.72,76.44,80.52,81,80.88,75.12,74.76,74.4,72.84,72.6,69.96,69.36,65.28,60.72,57.72,60.84,62.16,57.36,69.12,73.68,72,74.76,73.08,69.6,71.4,69.6,72.36,65.64,72.48,65.16,64.08,63.84,64.2,62.4,65.16,63,62.64,64.08,65.52,62.16,60,65.88
7/26/2011,KWh,60.36,60.36,62.28,62.16,63.72,61.92,64.92,60.84,63.84,62.04,65.4,61.08,61.68,61.44,61.8,62.52,59.88,59.52,63.6,61.44,61.44,58.92,53.88,52.56,64.2,66.96,62.16,61.44,68.76,64.32,70.44,68.88,72.48,76.2,73.92,77.76,77.16,75.12,81,74.4,81,75.12,79.44,76.56,74.04,77.4,73.32,78.12,74.04,77.64,77.04,75.36,76.44,74.64,73.68,68.4,71.64,68.64,71.64,66.84,70.8,66,68.88,69.48,67.56,64.8,58.32,59.64,53.88,59.76,53.4,59.28,71.64,59.52,67.44,66.72,60.48,66.48,64.32,65.16,71.64,61.08,60.96,61.44,62.88,65.88,70.44,69.6,63.24,65.52,62.88,63.48,62.64,64.2,64.92,60.24
